id_kalimat,kalimat_asli,klausa,aspect,sentiment,provider,timestamp
389,ya allah ini pengin banget protess deh kenapa telkomsel sinyal susah banget sekarang telfon wa keputus mulu padahal beli paket pulsa ya tidak murah bisa di benerin dimana ya mana kalau naik dikit ke sentul sinyal benar benar hilang tolong dong di tinjau ulang ini kualitas ya dulu perasaan jadi provider paling esklusif diantara pesaing lainnya boleh tolong di kasih penjelasannya ini kenapa sinyal ya susah sesusah susahnya ya,ya allah ini pengin banget protess deh kenapa telkomsel sinyal susah banget sekarang telfon wa keputus mulu,Stabilitas Jaringan,Negatif,Telkomsel,2025-09-03 14:22
390,ya allah ini pengin banget protess deh kenapa telkomsel sinyal susah banget sekarang telfon wa keputus mulu padahal beli paket pulsa ya tidak murah bisa di benerin dimana ya mana kalau naik dikit ke sentul sinyal benar benar hilang tolong dong di tinjau ulang ini kualitas ya dulu perasaan jadi provider paling esklusif diantara pesaing lainnya boleh tolong di kasih penjelasannya ini kenapa sinyal ya susah sesusah susahnya ya,padahal beli paket pulsa ya tidak murah bisa di benerin dimana ya mana kalau naik dikit ke sentul sinyal benar benar hilang tolong dong di tinjau ulang ini kualitas ya dulu perasaan,Harga,Negatif,Telkomsel,2025-04-08 16:26
391,ya allah ini pengin banget protess deh kenapa telkomsel sinyal susah banget sekarang telfon wa keputus mulu padahal beli paket pulsa ya tidak murah bisa di benerin dimana ya mana kalau naik dikit ke sentul sinyal benar benar hilang tolong dong di tinjau ulang ini kualitas ya dulu perasaan jadi provider paling esklusif diantara pesaing lainnya boleh tolong di kasih penjelasannya ini kenapa sinyal ya susah sesusah susahnya ya,jadi provider paling esklusif diantara pesaing lainnya boleh tolong di kasih penjelasannya ini kenapa sinyal ya susah sesusah susahnya ya,Layanan Pelanggan,Negatif,Telkomsel,2025-04-26 17:23
392,beli kuota mahal mahal jaringan kayak tau,beli kuota mahal mahal jaringan kayak tau,Harga,Negatif,Telkomsel,2025-01-09 16:29
393,lama2 diperas inimah ini itu mahal banget saatnya beralih inimah,lama2 diperas inimah ini itu mahal banget saatnya beralih inimah,Harga,Negatif,Telkomsel,2025-04-28 10:30
394,yuk rame rame kasih rating 1 telkomsel di playstore,yuk rame rame kasih rating 1 telkomsel di playstore,Layanan Pelanggan,Negatif,Telkomsel,2025-08-02 09:30
395,bayar tagihan paket bold di akun telkom kok error pembayarannya mana saldo sudah kepotong,bayar tagihan paket bold di akun telkom kok error pembayarannya mana saldo sudah kepotong,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-05-29 13:32
396,ini sinyal di bandung sudah kayak di pedalaman saja,ini sinyal di bandung sudah kayak di pedalaman saja,Stabilitas Jaringan,Negatif,Telkomsel,2025-10-04 19:33
397,ini telkomsel korupsi apa bagaimana gua ngaktipin kuota yang 1 hari masa ngaktipin ya jam 9 malam jam 12 habis masa aktip ya itu mah 3 jam koplok bukan 1 hari bagaimana sih ini bukan 1 kali doang loh,ini telkomsel korupsi apa bagaimana gua ngaktipin kuota yang 1 hari masa ngaktipin ya jam 9 malam jam 12 habis masa aktip ya itu mah 3 jam koplok bukan 1 hari bagaimana sih ini bukan 1 kali doang loh,Kecepatan Internet,Negatif,Telkomsel,2025-04-10 20:03
398,tidak usah banyakan gaya jaringan kamu benerin dulu harga elit sinyal sulit,tidak usah banyakan gaya jaringan kamu benerin dulu harga elit sinyal sulit,Stabilitas Jaringan,Negatif,Telkomsel,2025-01-28 11:08
399,nih kartu halo kenapa ya admin 2 hari ini sinyal hilang dibawa hujan min tolong diperbaiki dong pelayanan ya,nih kartu halo kenapa ya admin 2 hari ini sinyal hilang dibawa hujan min tolong diperbaiki dong pelayanan ya,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-07 17:26
400,ini simpati kenapa min harga paket internet naik jaringan juga jelek banget,ini simpati kenapa min harga paket internet naik jaringan juga jelek banget,Harga,Negatif,Telkomsel,2025-11-19 21:09
401,tanggal 3 nov gua beli paket 90gb yakali tanggal 6 nov sudah habis,tanggal 3 nov gua beli paket 90gb yakali tanggal 6 nov sudah habis,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-09-11 12:49
402,halo telkomsel harga paket beda nomor beda harga ya allahu akbar makin hari makin mahal makin maksa pilihan paketnya,halo telkomsel harga paket beda nomor beda harga ya allahu akbar makin hari makin mahal makin maksa pilihan paketnya,Harga,Negatif,Telkomsel,2025-03-03 22:21
403,ini kenapa telkomsel busuk banget jaringan di malam malam begini heran,ini kenapa telkomsel busuk banget jaringan di malam malam begini heran,Stabilitas Jaringan,Negatif,Telkomsel,2025-05-21 12:20
404,menyala telkom sekali naik harganya langsung 12 0 dan masa aktife 2 day,menyala telkom sekali naik harganya langsung 12 0,Harga,Negatif,Telkomsel,2025-02-21 08:00
405,menyala telkom sekali naik harganya langsung 12 0 dan masa aktife 2 day,masa aktife 2 day,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-12-15 15:13
406,tinggal menunggu waktu beralih ke yang lain,tinggal menunggu waktu beralih ke yang lain,Layanan Pelanggan,Negatif,Telkomsel,2025-07-25 12:36
407,halo min kenapa jaringan sayang menonton youtube lemot ya,halo min kenapa jaringan sayang menonton youtube lemot ya,Kecepatan Internet,Negatif,Telkomsel,2025-04-25 12:31
408,setiap beli kuota selalu ada saja kenaikan mulai dari 100k 100gb100klk 85gb110k 65gb100k 50gbdan sekarang gongnya 110k 45gbini strategi apa sih bukannya costumer loyal diapresiasi malah diteken dan dipermainkan sama harga yang kalian naikin mulu,setiap beli kuota selalu ada saja kenaikan mulai dari 100k 100gb100klk 85gb110k 65gb100k 50gbdan sekarang gongnya 110k 45gbini strategi apa sih bukannya costumer loyal diapresiasi malah diteken,Harga,Negatif,Telkomsel,2025-07-26 09:08
409,setiap beli kuota selalu ada saja kenaikan mulai dari 100k 100gb100klk 85gb110k 65gb100k 50gbdan sekarang gongnya 110k 45gbini strategi apa sih bukannya costumer loyal diapresiasi malah diteken dan dipermainkan sama harga yang kalian naikin mulu,dan dipermainkan sama harga yang kalian naikin mulu,Harga,Negatif,Telkomsel,2025-08-20 20:40
410,quota makin sedikit hari ya pun sama di batasi,quota makin sedikit hari ya pun sama di batasi,Harga,Negatif,Telkomsel,2025-06-14 19:27
411,jelek banget jaringannya padahal dah pakai karti halo,jelek banget jaringannya,Stabilitas Jaringan,Negatif,Telkomsel,2025-04-16 19:00
412,jelek banget jaringannya padahal dah pakai karti halo,padahal dah pakai karti halo,Stabilitas Jaringan,Netral,Telkomsel,2025-08-02 13:46
413,jaringan makin parah nyedot quotanya parah banget hadoh,jaringan makin parah nyedot quotanya parah banget hadoh,Stabilitas Jaringan,Negatif,Telkomsel,2025-04-12 07:57
414,wooi jaringan benerin lah perusahaan plat merah memang tidak ada yang benar shame on you,wooi jaringan benerin lah perusahaan plat merah memang tidak ada yang benar shame on you,Stabilitas Jaringan,Negatif,Telkomsel,2025-08-11 23:12
415,makin mahal paketnya tapi kualitas makin turun,makin mahal paketnya,Harga,Negatif,Telkomsel,2025-02-01 07:40
416,makin mahal paketnya tapi kualitas makin turun,tapi kualitas makin turun,Stabilitas Jaringan,Negatif,Telkomsel,2025-10-24 14:14
417,memakai telkom jaringan tidak jelas lagi main rank kalah gara gara jaringan tidak stabil bintang satu buat telkom,memakai telkom jaringan tidak jelas lagi main rank kalah gara gara jaringan tidak stabil bintang satu buat telkom,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-23 18:19
418,telkomsel kenapa nih 3 hari ini jaringan bapuk banget arg p,telkomsel kenapa nih 3 hari ini jaringan bapuk banget arg p,Stabilitas Jaringan,Negatif,Telkomsel,2025-07-05 10:24
419,internet lemot harga mahal tolong dong telkomsel perbaiki kualitas,internet lemot harga mahal tolong dong telkomsel perbaiki kualitas,Kecepatan Internet,Negatif,Telkomsel,2025-01-17 16:10
420,bapuk sinyal harga naik tapi kuota turun,bapuk sinyal harga naik,Harga,Negatif,Telkomsel,2025-03-03 08:19
421,bapuk sinyal harga naik tapi kuota turun,tapi kuota turun,Harga,Negatif,Telkomsel,2025-01-31 16:29
422,makin mahal makin kikir makin jelek sinyalnya memang provider butuh duit kamu telkomnyet,makin mahal makin kikir makin jelek sinyalnya memang provider butuh duit kamu telkomnyet,Harga,Negatif,Telkomsel,2025-06-24 23:38
423,min ini no simpati bermasalah ya mau beli pulsa tidak bisa beli masa aktif tidak bisa telepon cs tidak bisa bagaimana nih min no ku sudah masa tenggang,min ini no simpati bermasalah ya mau beli pulsa tidak bisa beli masa aktif tidak bisa telepon cs tidak bisa bagaimana nih min no ku sudah masa tenggang,Layanan Pelanggan,Negatif,Telkomsel,2025-12-17 17:27
424,makin lama pakai nomornya malah makin mahal paketnya kocak banget sudah saatnya beralih ke yang lebih murah di sebelah beda hargany bisa sampai 90 miris banget telkocak,makin lama pakai nomornya malah makin mahal paketnya kocak banget sudah saatnya beralih ke yang lebih murah di sebelah beda hargany bisa sampai 90 miris banget telkocak,Harga,Negatif,Telkomsel,2025-01-29 11:21
425,mau bayar pas beli paket saja muter bagaimana sih,mau bayar pas beli paket saja muter bagaimana sih,Layanan Pelanggan,Negatif,Telkomsel,2025-09-29 22:22
426,harga paket makin mahal lama2 gua ganti provider juga ini,harga paket makin mahal lama2 gua ganti provider juga ini,Harga,Negatif,Telkomsel,2025-04-25 13:10
427,jaringan telkomsel makin kesini makin lelet,jaringan telkomsel makin kesini makin lelet,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-26 19:01
428,apalah ini harga mahal tapi sinyal tidak ada main game patah,apalah ini harga mahal,Harga,Negatif,Telkomsel,2025-11-08 14:46
429,apalah ini harga mahal tapi sinyal tidak ada main game patah,tapi sinyal tidak ada main game patah,Stabilitas Jaringan,Negatif,Telkomsel,2025-04-05 13:46
430,harga mahal kualitas jaringan bikin emosi,harga mahal kualitas jaringan bikin emosi,Harga,Negatif,Telkomsel,2025-09-01 23:10
431,admin saya mau laporan keluhan indihome,admin saya mau laporan keluhan indihome,Layanan Pelanggan,Negatif,Telkomsel,2025-10-04 18:45
432,oy min ini ngapa sinyal gue lag banget ah,oy min ini ngapa sinyal gue lag banget ah,Stabilitas Jaringan,Negatif,Telkomsel,2025-01-21 08:24
433,apa memang lagi lemot banget buat internetan apa punya saya saja nih,apa memang lagi lemot banget buat internetan apa punya saya saja nih,Kecepatan Internet,Negatif,Telkomsel,2025-02-21 15:49
434,jaringan telkomsel tolong dong di benerin,jaringan telkomsel tolong dong di benerin,Stabilitas Jaringan,Negatif,Telkomsel,2025-08-18 08:38
435,ini harga paket ya doang yang mahal pas malam hari sinyal ya sush tidak sebanding dengan harga ya,ini harga paket ya doang yang mahal pas malam hari sinyal ya sush tidak sebanding dengan harga ya,Harga,Negatif,Telkomsel,2025-11-02 10:41
436,kenapa lag banget sudah gangu pas main game,kenapa lag banget sudah gangu pas main game,Stabilitas Jaringan,Negatif,Telkomsel,2025-07-27 07:03
437,nih sinyal bapuk banget akhir2 ini kalau habis hujan paketan ya mhal padahal,nih sinyal bapuk banget akhir2 ini kalau habis hujan paketan ya mhal,Stabilitas Jaringan,Negatif,Telkomsel,2025-04-23 10:26
438,makin kesini keterlaluan sinyal telkomsel lemot banget cari untung terus kenerja makin parah,makin kesini keterlaluan sinyal telkomsel lemot banget cari untung terus kenerja makin parah,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-15 19:07
1537,min jaringan benerin lah buat ngegame merah terus,min jaringan benerin lah buat ngegame merah terus,Stabilitas Jaringan,Negatif,XL,2025-05-18 15:30
1538,parah lemot banget sinyal xl malah kadang tiba2 hilang sinyal bener2 sudah kayak di pegunungan,parah lemot banget sinyal xl malah kadang tiba2 hilang sinyal bener2 sudah kayak di pegunungan,Kecepatan Internet,Negatif,XL,2025-11-23 11:13
1539,tidak usah gembar gembor sinyal kencang sadar tidak sih xl sekarang makin lemot padahal provider lama tapi sinyal kayak anak baru apalagi gua di jakarta masa sinyal naik turun terus tidak jelas banget paketan doang di mahalin sinyal tidak dibenerin desember kemarin sinyal xl tidak bisa di pakai sama sekali loh kocak banget baru isi kuota eh tidak bisa di gunain mana tidak ada pengembalian kuota lagi parah kacau,tidak usah gembar gembor sinyal kencang sadar tidak sih xl sekarang makin lemot,Kecepatan Internet,Negatif,XL,2025-07-23 07:19
1540,tidak usah gembar gembor sinyal kencang sadar tidak sih xl sekarang makin lemot padahal provider lama tapi sinyal kayak anak baru apalagi gua di jakarta masa sinyal naik turun terus tidak jelas banget paketan doang di mahalin sinyal tidak dibenerin desember kemarin sinyal xl tidak bisa di pakai sama sekali loh kocak banget baru isi kuota eh tidak bisa di gunain mana tidak ada pengembalian kuota lagi parah kacau,sinyal kayak anak baru apalagi gua di jakarta masa sinyal naik turun terus tidak jelas banget paketan doang di mahalin sinyal tidak dibenerin desember kemarin sinyal xl tidak bisa di pakai sama sekali loh kocak banget baru isi kuota eh tidak bisa di gunain mana tidak ada pengembalian kuota lagi parah kacau,Kecepatan Internet,Negatif,XL,2025-01-14 10:42
1541,sudah ganti hp 5g tapi internet sering kayak tidak konek begitu tiba2 wa connecting buka apapun no connection padahal data seluler nyala sinyal ada masa tiap waktu saya harus on off data terus aneh,sudah ganti hp 5g,Kemudahan Akses Layanan,Negatif,XL,2025-11-17 15:39
1542,sudah ganti hp 5g tapi internet sering kayak tidak konek begitu tiba2 wa connecting buka apapun no connection padahal data seluler nyala sinyal ada masa tiap waktu saya harus on off data terus aneh,internet sering kayak tidak konek begitu tiba2 wa connecting buka apapun no connection,Stabilitas Jaringan,Negatif,XL,2025-06-20 11:26
1543,sudah ganti hp 5g tapi internet sering kayak tidak konek begitu tiba2 wa connecting buka apapun no connection padahal data seluler nyala sinyal ada masa tiap waktu saya harus on off data terus aneh,data seluler nyala sinyal ada masa tiap waktu saya harus on off data terus aneh,Stabilitas Jaringan,Negatif,XL,2025-07-27 10:32
1544,iya paling cepat ilangnya itu sinyal ada kompensasi begitu tidak,iya paling cepat ilangnya itu sinyal ada kompensasi begitu tidak,Stabilitas Jaringan,Negatif,XL,2025-03-24 10:18
1545,jaringan lemot banget buat game saja susah bngke memang,jaringan lemot banget buat game saja susah bngke memang,Kecepatan Internet,Negatif,XL,2025-01-04 10:31
1546,semenjak 5g sinyal 0 dilantai 1 rumah harus cari lebih tinggi itupun 2 3petak saja belum lagi kadang putus sendiri internetnya padahal sebelum 5g lebih bagus balikin saja kalau tidak sanggup 5g,semenjak 5g sinyal 0 dilantai 1 rumah harus cari lebih tinggi itupun 2 3petak saja belum lagi kadang putus sendiri internetnya,Stabilitas Jaringan,Negatif,XL,2025-01-07 13:49
1547,paket sebulan 30 hari min bukan 28,paket sebulan 30 hari min bukan 28,Harga,Negatif,XL,2025-06-09 23:12
1548,pret banget sudah berapa hari sinyal tidak ada internet lemot cuih,pret banget sudah berapa hari sinyal tidak ada internet lemot cuih,Stabilitas Jaringan,Negatif,XL,2025-09-12 20:18
1549,sumpah 5g ya lelet banget area tangerang,sumpah 5g ya lelet banget area tangerang,Kecepatan Internet,Negatif,XL,2025-08-06 08:35
1550,hari ini gangguan xl parah tidak ada sinyal logo lte 5g tidak bisa nyala kalau kayak begini bagaimana nanti jawabnya oh ya maaf kak atas kendalanya cibaii,hari ini gangguan xl parah tidak ada sinyal logo lte 5g tidak bisa nyala kalau kayak begini bagaimana nanti jawabnya oh ya maaf kak atas kendalanya cibaii,Stabilitas Jaringan,Negatif,XL,2025-03-16 13:44
1551,saya bayar paket tipe tertinggi prio ultra 5g signal muncul 5g tapi tidak bisa di pakai area bali device iphone 17 pro,saya bayar paket tipe tertinggi prio ultra 5g signal muncul 5g,Harga,Negatif,XL,2025-06-30 22:21
1552,saya bayar paket tipe tertinggi prio ultra 5g signal muncul 5g tapi tidak bisa di pakai area bali device iphone 17 pro,tidak bisa di pakai area bali device iphone 17 pro,Stabilitas Jaringan,Negatif,XL,2025-11-08 07:00
1553,sejak laporan 14 april 2026 katanya akan dihubungi teknisi sudah diberik n 2 nomor kontak tapi tak ada yang menghubungi apalagi teknisi tak ada yang datang,tak ada yang menghubungi apalagi teknisi tak ada yang datang,Penanganan Gangguan,Negatif,XL,2025-05-22 09:58
1554,yakin sinyal makin ilang2an sendiri,yakin sinyal makin ilang2an sendiri,Stabilitas Jaringan,Negatif,XL,2025-07-04 22:09
1555,sudah tidak ada bonus kuota jaringan naik turun tidak memuaskan,sudah tidak ada bonus kuota jaringan naik turun tidak memuaskan,Stabilitas Jaringan,Negatif,XL,2025-08-31 09:49
1556,bayar doang mahal tiap bulan untuk xl prioritas tadi gue mau nge print ke tempat print pas mau kirim pdf tidak bisa karena signal bnr2 noll sama sekali kecewaa,bayar doang mahal tiap bulan untuk xl prioritas tadi gue mau nge print ke tempat print pas mau kirim pdf tidak bisa,Harga,Negatif,XL,2025-01-17 09:46
1557,bayar doang mahal tiap bulan untuk xl prioritas tadi gue mau nge print ke tempat print pas mau kirim pdf tidak bisa karena signal bnr2 noll sama sekali kecewaa,signal bnr2 noll sama sekali kecewaa,Stabilitas Jaringan,Negatif,XL,2025-05-24 10:57
1558,xl home area semarang kok putus2 menyambung ya sudah hampir 1 minggu dan sudah telpn call center status sama saja becus nangani costumer gal,xl home area semarang kok putus2 menyambung ya sudah hampir 1 minggu,Stabilitas Jaringan,Negatif,XL,2025-01-09 14:29
